,규모,면적,신축년도,용도지역,주소
577,지상5/지하0,281㎡,2012년 02월 29일,2종일주,광주광역시 북구 운암동 918-1
578,지상5/지하1,892㎡,2017년 03월 09일,2종일주,광주광역시 북구 운암동 876-8
579,지상3/지하1,427㎡,1979년 12월 05일,2종일주,광주광역시 북구 운암동 840-3
580,지상2/지하1,371㎡,1991년 05월 17일,2종일주,광주광역시 북구 운암동 836
581,지상4/지하1,180.8㎡,1991년 03월 16일,2종일주,광주광역시 북구 운암동 480-1
582,지상4/지하0,118.2㎡,2003년 12월 23일,2종일주,광주광역시 북구 운암동 444-22
583,지상2/지하0,409.2㎡,1980년 07월 30일,2종일주,광주광역시 북구 운암동 394-4
584,지상4/지하0,337㎡,2007년 05월 09일,1종일주,광주광역시 북구 운암동 150-2
585,지상3/지하0,386㎡,2014년 09월 22일,3종일주,광주광역시 북구 운암동 140-24
586,지상3/지하0,364㎡,2014년 08월 12일,3종일주,광주광역시 북구 운암동 140-22
587,지상4/지하0,"1,233㎡",2006년 02월 24일,2종일주,광주광역시 북구 운암동 123-4
588,지상4/지하0,212㎡,2001년 04월 10일,2종일주,광주광역시 북구 운암동 122-2
589,지상2/지하0,604㎡,1986년 10월 10일,2종일주,광주광역시 북구 운암동 31-13
590,지상5/지하0,241.7㎡,2005년 02월 01일,준주거,광주광역시 북구 중흥동 689-3
591,지상4/지하0,278.3㎡,2002년 12월 24일,준주거,광주광역시 북구 중흥동 679-20
592,지상4/지하0,159.6㎡,2002년 05월 02일,준주거,광주광역시 북구 중흥동 678-34
593,지상4/지하0,444.3㎡,2004년 08월 25일,준주거,광주광역시 북구 중흥동 678-12
594,지상4/지하0,159.7㎡,2002년 04월 26일,준주거,광주광역시 북구 중흥동 678-8
595,지상4/지하0,283.3㎡,2002년 08월 09일,일반상업,광주광역시 북구 중흥동 674-3
596,지상4/지하0,198.3㎡,2001년 10월 30일,준주거,광주광역시 북구 중흥동 649-7
597,지상3/지하0,298.2㎡,1983년 07월 22일,준주거,광주광역시 북구 중흥동 599-4
598,지상5/지하0,281.9㎡,2011년 08월 24일,준주거,광주광역시 북구 중흥동 365-27
599,지상4/지하0,130.9㎡,2005년 04월 12일,준주거,광주광역시 북구 중흥동 348-30
600,지상4/지하0,161.3㎡,2001년 11월 30일,준주거,광주광역시 북구 중흥동 348-2
601,지상4/지하0,166.9㎡,2002년 11월 18일,준주거,광주광역시 북구 중흥동 340-5
602,지상4/지하0,169.3㎡,2001년 10월 09일,2종일주,광주광역시 북구 중흥동 331-60
603,지상5/지하0,147㎡,1998년 09월 08일,2종일주,광주광역시 북구 중흥동 168-3
604,지상5/지하1,227㎡,1997년 06월 30일,2종일주,광주광역시 북구 중흥동 148
605,지상4/지하1,335㎡,2005년 12월 15일,1종일주,광주광역시 북구 풍향동 701
606,지상4/지하0,317㎡,2006년 08월 14일,1종일주,광주광역시 북구 풍향동 687
607,지상4/지하0,122.3㎡,2002년 05월 21일,준주거,광주광역시 북구 풍향동 642
608,지상4/지하0,221.2㎡,1999년 11월 25일,3종일주,광주광역시 북구 풍향동 600-2
609,지상4/지하0,251.2㎡,2001년 11월 26일,3종일주,광주광역시 북구 풍향동 599-54
610,지상4/지하0,198.1㎡,2002년 08월 28일,3종일주,광주광역시 북구 풍향동 599-17
611,지상4/지하0,179.1㎡,2003년 09월 19일,3종일주,광주광역시 북구 풍향동 599-3
612,지상3/지하0,53㎡,2002년 11월 05일,3종일주,광주광역시 북구 풍향동 553-42
613,지상4/지하0,132㎡,2001년 11월 05일,3종일주,광주광역시 북구 풍향동 543-13
614,지상3/지하0,231㎡,1997년 10월 28일,3종일주,광주광역시 북구 풍향동 543-6
615,지상4/지하0,114㎡,2001년 11월 05일,3종일주,광주광역시 북구 풍향동 535-29
616,지상4/지하0,217㎡,2003년 03월 08일,3종일주,광주광역시 북구 풍향동 524
617,지상4/지하0,114㎡,2002년 01월 24일,3종일주,광주광역시 북구 풍향동 492-8
618,지상4/지하0,187㎡,2002년 01월 24일,3종일주,광주광역시 북구 풍향동 492-3
619,지상4/지하0,194㎡,2001년 11월 07일,3종일주,광주광역시 북구 풍향동 492-2
620,지상2/지하1,266.3㎡,1980년 03월 10일,일반상업,광주광역시 북구 유동 117-31
621,지상2/지하1,366.9㎡,1980년 07월 15일,일반상업,광주광역시 북구 유동 115-7
622,지상4/지하0,375.2㎡,2013년 04월 15일,일반상업,광주광역시 북구 유동 104-29
623,지상4/지하0,375.2㎡,2013년 04월 15일,일반상업,광주광역시 북구 유동 104-1
624,지상6/지하1,174.9㎡,1986년 10월 24일,일반상업,광주광역시 북구 유동 101-4
625,지상5/지하0,281㎡,2013년 09월 10일,일반상업,광주광역시 북구 유동 6-36
626,지상5/지하0,277.8㎡,2012년 11월 22일,일반상업,광주광역시 북구 유동 6-33
627,지상4/지하0,462㎡,2002년 10월 15일,2종일주,광주광역시 북구 두암동 21
628,지상4/지하0,317㎡,2003년 06월 21일,2종일주,광주광역시 북구 두암동 20
629,지상4/지하0,341.1㎡,2007년 01월 31일,1종일주,광주광역시 북구 각화동 181-34
630,지상4/지하0,905㎡,2007년 03월 27일,2종일주,광주광역시 북구 각화동 167-3
631,지상4/지하0,164.9㎡,2001년 09월 21일,1종일주,광주광역시 북구 문흥동 742-35
632,지상4/지하0,164.9㎡,2001년 09월 21일,1종일주,광주광역시 북구 문흥동 742-7
633,지상3/지하1,304.2㎡,1981년 11월 28일,준주거,광주광역시 북구 우산동 518-122
634,지상4/지하0,300㎡,2002년 11월 15일,3종일주,광주광역시 북구 우산동 366-1
635,지상2/지하1,287.7㎡,1987년 07월 01일,1종일주,광주광역시 북구 우산동 201-73
636,지상2/지하1,327.9㎡,1981년 06월 05일,1종일주,광주광역시 북구 우산동 200-25
637,지상3/지하0,478.1㎡,1983년 04월 11일,1종일주,광주광역시 북구 우산동 169-24
638,지상5/지하0,"1,362㎡",2013년 02월 07일,2종일주,광주광역시 북구 동림동 293
639,지상4/지하0,475㎡,2005년 07월 14일,3종일주,광주광역시 북구 동림동 155-5
640,지상4/지하0,247.9㎡,2002년 07월 26일,중심상업,광주광역시 북구 북동 238
641,지상4/지하0,304.1㎡,2002년 05월 21일,중심상업,광주광역시 북구 북동 232
642,지상5/지하0,380.2㎡,2013년 02월 01일,중심상업,광주광역시 북구 북동 229
643,지상5/지하0,367㎡,2012년 04월 16일,중심상업,광주광역시 북구 북동 40-28
644,지상4/지하0,204.3㎡,2003년 04월 26일,중심상업,광주광역시 북구 누문동 175-1
645,지상4/지하0,403㎡,2014년 05월 20일,1종일주,광주광역시 남구 지석동 323-4
646,지상4/지하0,493㎡,2014년 05월 20일,1종일주,광주광역시 남구 지석동 323-3
647,지상4/지하0,496㎡,2013년 02월 13일,1종일주,광주광역시 남구 봉선동 560-5
648,지상5/지하0,"49,088.7㎡",1984년 11월 22일,3종일주,광주광역시 북구 운암동 252
649,,,,,광주광역시 북구 운암동 110-11
650,지상12/지하1,"9,103㎡",1989년 05월 30일,3종일주,광주광역시 북구 운암동 1058-3
651,지상12/지하1,"22,767㎡",1991년 09월 04일,3종일주,광주광역시 북구 운암동 1033
652,지상0/지하3,"19,732㎡",2000년 04월 20일,3종일주,광주광역시 북구 운암동 1101-1
653,지상1/지하0,"16,902㎡",1990년 10월 31일,3종일주,광주광역시 북구 운암동 363
654,지상20/지하0,"14,219㎡",1996년 08월 28일,3종일주,광주광역시 북구 운암동 232
655,지상15/지하1,"10,664㎡",1990년 12월 31일,3종일주,광주광역시 북구 운암동 1051-1
656,지상19/지하1,"15,574㎡",1994년 01월 31일,3종일주,광주광역시 북구 운암동 110-80
657,지상18/지하3,"6,721㎡",2006년 12월 29일,준주거,광주광역시 북구 운암동 940
658,지상9/지하2,"2,863㎡",2014년 11월 05일,2종일주,광주광역시 북구 운암동 936-15
659,지상13/지하1,"2,346.9㎡",2016년 12월 21일,2종일주,광주광역시 북구 운암동 1768
660,지상0/지하0,425.8㎡,1988년 07월 11일,2종일주,광주광역시 북구 운암동 399-1
661,지상5/지하0,847.3㎡,1984년 10월 04일,2종일주,광주광역시 북구 운암동 395-3
662,지상5/지하1,"1,356㎡",1990년 09월 19일,1종일주,광주광역시 북구 운암동 154-19
663,지상0/지하0,"2,759㎡",1989년 05월 19일,2종일주,광주광역시 북구 운암동 124-7
664,지상5/지하1,"3,443㎡",1981년 12월 24일,준주거,광주광역시 북구 운암동 32-16
665,지상1/지하0,"3,473㎡",1983년 09월 01일,준주거,광주광역시 북구 운암동 32-15
666,지상2/지하1,"9,126㎡",1998년 09월 22일,3종일주,광주광역시 북구 운암동 1089-2
667,지상1/지하0,"22,277㎡",1996년 02월 00일,3종일주,광주광역시 북구 운암동 140-11
668,지상2/지하0,"3,885㎡",1992년 04월 08일,3종일주,광주광역시 북구 운암동 133-9
669,지상15/지하1,"9,379㎡",1991년 07월 30일,3종일주,광주광역시 북구 운암동 140-17
670,지상1/지하0,"29,629㎡",2014년 06월 16일,3종일주,광주광역시 북구 운암동 229
671,지상15/지하1,"7,213㎡",1991년 03월 22일,3종일주,광주광역시 북구 운암동 1038-1
672,지상15/지하1,"30,135.6㎡",1992년 05월 29일,3종일주,광주광역시 북구 우산동 633-1
673,지상15/지하1,"29,235㎡",1991년 11월 24일,3종일주,광주광역시 북구 각화동 202
674,지상10/지하1,"4,120㎡",1984년 07월 06일,2종일주,광주광역시 북구 풍향동 23-93
675,지상6/지하1,859.5㎡,2003년 12월 18일,3종일주,광주광역시 북구 풍향동 596-11
676,지상5/지하1,"2,997㎡",1978년 12월 23일,3종일주,광주광역시 북구 풍향동 551
677,지상15/지하1,"1,644.6㎡",2017년 03월 07일,중심상업,광주광역시 북구 북동 59
678,지상1/지하0,"3,415.1㎡",1982년 12월 28일,2종일주,광주광역시 북구 우산동 198-2
679,지상10/지하0,661.3㎡,2017년 09월 19일,일반상업,광주광역시 북구 우산동 554-25
680,지상5/지하0,633.4㎡,1982년 12월 28일,2종일주,광주광역시 북구 우산동 162-7
681,지상1/지하0,"10,899㎡",1994년 11월 18일,2종일주,광주광역시 북구 두암동 54
682,지상20/지하1,"14,302㎡",1994년 02월 26일,3종일주,광주광역시 북구 두암동 59-20
683,지상1/지하0,"5,796㎡",1986년 12월 16일,3종일주,광주광역시 북구 신안동 351-11
684,지상2/지하0,"11,761.1㎡",,3종일주,광주광역시 북구 신안동 478-18
685,지상15/지하1,"3,673.1㎡",2004년 05월 06일,일반상업,광주광역시 북구 신안동 491-1
686,지상19/지하1,"3,710㎡",1995년 08월 09일,준주거,광주광역시 북구 신안동 313-1
687,지상5/지하0,"1,688.6㎡",1983년 11월 11일,2종일주,광주광역시 북구 신안동 476-10
688,지상10/지하1,891.2㎡,2015년 07월 31일,일반상업,광주광역시 북구 신안동 147-4
689,지상13/지하1,805㎡,2013년 06월 19일,준주거,광주광역시 북구 신안동 482-29
690,지상10/지하1,734.9㎡,2002년 07월 05일,일반상업,광주광역시 북구 신안동 125-1
691,지상14/지하1,"7,388㎡",1983년 10월 25일,3종일주,광주광역시 북구 임동 101-5
692,지상7/지하1,867.8㎡,1992년 03월 03일,2종일주,광주광역시 북구 임동 195-10
693,지상6/지하1,"2,938㎡",1984년 01월 23일,2종일주,광주광역시 북구 임동 126-1
694,지상3/지하1,"12,486㎡",,일반공업,광주광역시 북구 임동 100-67
695,지상15/지하1,"22,552.8㎡",2005년 11월 24일,2종일주,광주광역시 북구 임동 340
696,,"12,563.1㎡",,2종일주,광주광역시 북구 중흥동 611-10
697,지상1/지하0,756.3㎡,1981년 03월 21일,2종일주,광주광역시 북구 중흥동 262-1
698,지상10/지하1,"2,688.3㎡",1981년 03월 21일,2종일주,광주광역시 북구 중흥동 263-3
699,지상15/지하2,721.2㎡,2015년 02월 13일,일반상업,광주광역시 북구 중흥동 683-6
700,지상7/지하0,331㎡,2012년 04월 16일,일반상업,광주광역시 북구 중흥동 707-2
701,지상7/지하0,205.3㎡,2016년 09월 13일,일반상업,광주광역시 북구 중흥동 683-18
702,지상5/지하1,720.9㎡,1976년 12월 07일,일반상업,광주광역시 북구 중흥동 682-24
703,지상5/지하1,912.6㎡,1982년 06월 19일,준주거,광주광역시 북구 중흥동 599-21
704,지상1/지하0,"1,546.8㎡",1984년 11월 20일,2종일주,광주광역시 북구 중흥동 376-7
705,지상5/지하1,887.9㎡,1985년 01월 05일,준주거,광주광역시 북구 중흥동 373-2
706,지상5/지하0,843㎡,1982년 10월 30일,1종일주,광주광역시 북구 중흥동 265-2
707,지상5/지하1,"1,030.7㎡",1981년 09월 16일,준주거,광주광역시 북구 각화동 503-19
708,지상18/지하1,"3,172㎡",1991년 12월 30일,3종일주,광주광역시 북구 각화동 194
709,지상15/지하1,"5,207㎡",1988년 12월 31일,2종일주,광주광역시 북구 각화동 532
710,지상15/지하1,"8,284㎡",1988년 04월 29일,2종일주,광주광역시 북구 각화동 529
711,지상20/지하1,"16,847㎡",2003년 08월 22일,3종일주,광주광역시 북구 각화동 118-2
712,지상25/지하0,"35,065.4㎡",2017년 06월 16일,3종일주,광주광역시 북구 각화동 587
713,지상3/지하1,"53,097㎡",1989년 08월 28일,3종일주,광주광역시 북구 각화동 471
714,지상3/지하1,"53,097㎡",1989년 08월 28일,3종일주,광주광역시 북구 각화동 471
715,지상2/지하0,"12,949.2㎡",1987년 09월 25일,3종일주,광주광역시 남구 봉선동 983
716,지상11/지하1,"22,300.8㎡",1988년 05월 18일,3종일주,광주광역시 남구 봉선동 988
717,지상2/지하1,"22,135.4㎡",1987년 11월 20일,3종일주,광주광역시 남구 봉선동 985
718,지상2/지하1,"20,313.5㎡",1987년 09월 28일,3종일주,광주광역시 남구 봉선동 984
719,지상2/지하1,"20,313.5㎡",1987년 09월 28일,3종일주,광주광역시 남구 봉선동 984
720,지상1/지하0,"18,779.9㎡",1988년 09월 10일,3종일주,광주광역시 남구 봉선동 1043
721,지상12/지하1,"12,345㎡",1993년 11월 27일,3종일주,광주광역시 남구 봉선동 610-1
722,지상2/지하1,300.9㎡,1983년 09월 16일,2종일주,광주광역시 남구 봉선동 941-4
723,지상5/지하1,826.8㎡,1983년 12월 31일,2종일주,광주광역시 남구 봉선동 938-4
724,지상20/지하1,"50,574.5㎡",1997년 12월 30일,3종일주,광주광역시 북구 동림동 1147-1
725,지상1/지하0,"41,355.1㎡",1998년 06월 11일,3종일주,광주광역시 북구 동림동 1146-1
726,지상12/지하1,"29,093.1㎡",2007년 03월 16일,2종일주,광주광역시 북구 동림동 234
727,지상20/지하1,"48,196.9㎡",1998년 12월 19일,3종일주,광주광역시 북구 동림동 1161-1
728,지상1/지하0,"56,909㎡",1996년 05월 31일,3종일주,광주광역시 북구 동림동 645
729,지상20/지하1,"30,488.6㎡",2004년 11월 08일,3종일주,광주광역시 북구 용봉동 1461
730,지상3/지하0,"22,019.5㎡",2001년 09월 14일,3종일주,광주광역시 북구 용봉동 1406-1
731,지상19/지하1,"7,013㎡",1998년 11월 10일,3종일주,광주광역시 북구 용봉동 850
732,지상18/지하1,"8,204㎡",1993년 12월 15일,3종일주,광주광역시 북구 용봉동 973-1
733,지상15/지하1,"12,345㎡",1990년 09월 22일,3종일주,광주광역시 북구 용봉동 1074-8
734,지상15/지하1,"19,674㎡",1995년 01월 16일,3종일주,광주광역시 북구 용봉동 1035
735,지상21/지하1,"7,553㎡",1993년 04월 26일,3종일주,광주광역시 북구 용봉동 405
736,지상20/지하1,"5,158㎡",1993년 11월 29일,2종일주,광주광역시 북구 용봉동 403-6
737,지상1/지하0,"4,536㎡",1992년 03월 23일,3종일주,광주광역시 북구 용봉동 630
738,지상8/지하1,861.3㎡,2013년 04월 05일,2종일주,광주광역시 북구 용봉동 1348-4
739,지상6/지하1,"1,061.1㎡",2012년 05월 11일,2종일주,광주광역시 북구 용봉동 1404-1
740,지상15/지하2,461.5㎡,2017년 08월 11일,근린상업,광주광역시 북구 용봉동 1366-2
741,지상8/지하1,"1,697.4㎡",1989년 12월 30일,2종일주,광주광역시 북구 용봉동 1235-3
742,지상15/지하1,"2,952㎡",1994년 12월 02일,3종일주,광주광역시 북구 용봉동 1205-1
743,지상13/지하1,"4,503.5㎡",1993년 12월 28일,2종일주,광주광역시 북구 용봉동 1197-1
744,지상8/지하0,530㎡,2007년 02월 08일,2종일주,광주광역시 북구 용봉동 1053
745,지상5/지하1,"3,071㎡",1993년 12월 08일,2종일주,광주광역시 북구 용봉동 729-2
746,지상8/지하1,"1,728㎡",1990년 12월 22일,2종일주,광주광역시 북구 용봉동 369-1
747,지상5/지하1,"1,081.3㎡",1981년 04월 02일,2종일주,광주광역시 북구 용봉동 159-4
748,지상5/지하0,964.8㎡,1985년 06월 26일,2종일주,광주광역시 북구 용봉동 148-2
749,지상20/지하1,343㎡,1994년 02월 28일,3종일주,광주광역시 북구 용봉동 842-1
750,지상3/지하1,"3,279.9㎡",1993년 05월 25일,3종일주,광주광역시 북구 용봉동 1237-1
751,지상2/지하1,"6,163㎡",1992년 12월 28일,3종일주,광주광역시 북구 용봉동 1074-6
752,지상2/지하1,"4,098㎡",1994년 10월 14일,3종일주,광주광역시 북구 용봉동 1150-1
753,지상20/지하1,"4,062㎡",1994년 05월 25일,3종일주,광주광역시 북구 용봉동 1152-1
754,지상15/지하1,"2,105.3㎡",1991년 10월 02일,준주거,광주광역시 북구 용봉동 1225-1
755,지상2/지하1,"29,344.3㎡",,3종일주,광주광역시 북구 문흥동 996-3
756,지상15/지하1,"19,868.5㎡",1994년 03월 14일,3종일주,광주광역시 북구 문흥동 1011-1
757,지상15/지하1,"16,065.7㎡",1994년 02월 28일,3종일주,광주광역시 북구 문흥동 1010-8
758,지상15/지하1,"12,415.9㎡",1994년 06월 30일,3종일주,광주광역시 북구 문흥동 996-2
759,지상15/지하1,"16,328.7㎡",1994년 02월 26일,3종일주,광주광역시 북구 문흥동 1010-1
760,지상0/지하0,"33,522.1㎡",2011년 12월 13일,3종일주,광주광역시 북구 문흥동 1011-5
761,지상2/지하1,"39,169.5㎡",1990년 06월 04일,3종일주,광주광역시 북구 문흥동 787-1
762,지상2/지하1,"16,507.7㎡",1994년 02월 28일,3종일주,광주광역시 북구 문흥동 1010-2
763,지상15/지하1,"25,728.9㎡",1988년 11월 26일,3종일주,광주광역시 북구 문흥동 920
764,지상18/지하1,"9,930.3㎡",1994년 08월 30일,3종일주,광주광역시 북구 문흥동 1010-6
765,지상15/지하1,"9,899.5㎡",1994년 04월 29일,3종일주,광주광역시 북구 문흥동 1011-2
766,지상15/지하1,"13,237.9㎡",1994년 02월 28일,3종일주,광주광역시 북구 문흥동 1010-7
767,지상2/지하1,"19,588.1㎡",1988년 02월 24일,3종일주,광주광역시 북구 문흥동 919
768,지상5/지하1,"32,353.7㎡",1989년 11월 20일,2종일주,광주광역시 북구 문흥동 787-8
769,지상2/지하1,"26,342.8㎡",1990년 11월 22일,3종일주,광주광역시 북구 문흥동 787-6
770,지상15/지하1,"9,992.5㎡",1994년 04월 18일,3종일주,광주광역시 북구 문흥동 996-1
771,지상16/지하1,"14,928.1㎡",1994년 07월 21일,3종일주,광주광역시 북구 문흥동 995-2
772,지상5/지하0,"2,446.9㎡",1983년 03월 04일,2종일주,광주광역시 북구 문흥동 743-9
773,지상5/지하0,"1,073.2㎡",1984년 01월 14일,1종일주,광주광역시 북구 문흥동 189-2
774,지상2/지하1,"9,651.9㎡",1988년 12월 31일,3종일주,광주광역시 북구 문흥동 921
775,지상5/지하0,334㎡,2013년 02월 19일,2종일주,광주광역시 남구 진월동 523
776,지상4/지하0,281㎡,2002년 03월 02일,1종일주,광주광역시 남구 진월동 200
777,지상3/지하0,418㎡,2001년 12월 20일,2종일주,광주광역시 남구 진월동 363-38
778,지상4/지하0,237㎡,2001년 12월 20일,2종일주,광주광역시 남구 진월동 362-10
779,지상4/지하1,294㎡,2001년 11월 15일,2종일주,광주광역시 남구 진월동 588-2
780,지상4/지하0,256㎡,2002년 10월 07일,1종일주,광주광역시 남구 진월동 491
781,지상4/지하0,390㎡,2002년 07월 25일,3종일주,광주광역시 남구 진월동 312-29
782,지상4/지하0,344㎡,2012년 06월 15일,2종일주,광주광역시 남구 진월동 565-9
783,지상4/지하0,393㎡,2012년 01월 30일,2종일주,광주광역시 남구 진월동 565-8
784,지상4/지하0,261㎡,2002년 07월 09일,준주거,광주광역시 남구 서동 196-4
785,지상4/지하0,264㎡,2008년 07월 21일,2종일주,광주광역시 남구 서동 130-3
786,지상4/지하0,208㎡,2005년 08월 26일,2종일주,광주광역시 남구 서동 130-7
787,지상5/지하0,112㎡,2003년 05월 27일,3종일주,광주광역시 남구 서동 261-35
788,지상3/지하1,253㎡,1982년 07월 29일,3종일주,광주광역시 남구 서동 261-104
789,지상3/지하1,255㎡,1977년 07월 12일,3종일주,광주광역시 남구 서동 261-94
790,지상2/지하0,255㎡,1980년 12월 23일,3종일주,광주광역시 남구 서동 261-76
791,지상2/지하0,303㎡,1980년 12월 23일,3종일주,광주광역시 남구 서동 261-7
792,지상4/지하0,195㎡,2001년 03월 08일,준주거,광주광역시 남구 서동 181
793,지상4/지하0,181.8㎡,2007년 02월 07일,준주거,광주광역시 남구 구동 29-24
794,지상4/지하0,294.3㎡,2003년 06월 09일,준주거,광주광역시 남구 구동 37-78
795,지상4/지하0,314㎡,2002년 02월 06일,1종일주,광주광역시 남구 송하동 124-41
796,지상6/지하0,395㎡,2016년 01월 13일,2종일주,광주광역시 남구 봉선동 162
797,지상2/지하1,255㎡,1989년 11월 17일,1종일주,광주광역시 남구 양림동 406
798,지상2/지하0,"1,586㎡",1992년 06월 04일,자연녹지,광주광역시 남구 양림동 229-1
799,지상4/지하0,166㎡,2000년 10월 14일,1종일주,광주광역시 남구 양림동 171-1
800,지상5/지하0,419㎡,2000년 08월 25일,1종일주,광주광역시 남구 양림동 103-1
801,,"1,741㎡",,3종일주,광주광역시 남구 양림동 66-38
802,지상3/지하0,213㎡,2002년 10월 18일,1종일주,광주광역시 남구 봉선동 455-18
803,지상1/지하0,433㎡,,2종일주,광주광역시 남구 봉선동 220
804,지상3/지하0,415㎡,2017년 06월 07일,1종일주,광주광역시 남구 송하동 422-12
805,지상3/지하1,533.8㎡,1978년 05월 24일,2종일주,광주광역시 남구 사동 158
806,지상5/지하0,477.5㎡,2001년 10월 10일,1종일주,광주광역시 남구 사동 115-1
807,지상1/지하0,"1,152㎡",2008년 09월 08일,준공업,광주광역시 서구 매월동 622-33
808,지상4/지하0,307㎡,2005년 02월 17일,1종일주,광주광역시 서구 금호동 444-46
809,지상4/지하0,422㎡,2012년 09월 24일,1종일주,광주광역시 서구 금호동 328-4
810,지상4/지하0,"3,401.7㎡",1978년 03월 22일,1종일주,광주광역시 남구 사동 127-4
811,지상6/지하1,861㎡,1995년 09월 06일,2종일주,광주광역시 남구 진월동 365-93
812,지상3/지하1,899㎡,1983년 08월 17일,2종일주,광주광역시 남구 진월동 380-11
813,지상4/지하1,"1,110㎡",2000년 04월 07일,3종일주,광주광역시 남구 양림동 274-3
814,,366㎡,,3종일주,광주광역시 남구 양림동 266-6
815,지상4/지하0,238㎡,2003년 12월 11일,준주거,광주광역시 남구 백운동 652-57
816,지상5/지하0,183.9㎡,2002년 09월 12일,준주거,광주광역시 남구 백운동 652-20
817,지상4/지하0,171.6㎡,2001년 01월 11일,준주거,광주광역시 남구 백운동 647-3
818,지상4/지하0,183.4㎡,2008년 08월 01일,일반상업,광주광역시 남구 백운동 631-32
819,지상4/지하0,183.5㎡,2008년 08월 01일,일반상업,광주광역시 남구 백운동 631-13
820,지상4/지하0,157㎡,2003년 01월 02일,준주거,광주광역시 남구 백운동 624-16
821,지상4/지하0,167.6㎡,2002년 03월 25일,준주거,광주광역시 남구 백운동 624-8
822,지상5/지하0,145.9㎡,2004년 03월 22일,준주거,광주광역시 남구 백운동 620-31
823,지상2/지하1,185.6㎡,1981년 03월 05일,준주거,광주광역시 남구 백운동 620-30
824,지상4/지하0,160㎡,2002년 09월 04일,일반상업,광주광역시 남구 백운동 612-21
825,지상4/지하0,462.1㎡,2004년 09월 20일,2종일주,광주광역시 남구 백운동 604-4
826,지상4/지하0,443.3㎡,2005년 05월 02일,2종일주,광주광역시 남구 백운동 603-20
827,지상3/지하0,977.9㎡,1986년 05월 01일,2종일주,광주광역시 남구 백운동 583-5
828,지상2/지하1,400㎡,1980년 10월 14일,2종일주,광주광역시 남구 백운동 514-16
829,지상4/지하0,314㎡,2001년 08월 09일,3종일주,광주광역시 남구 백운동 408-22
830,지상4/지하0,300㎡,2002년 07월 26일,3종일주,광주광역시 남구 백운동 408-20
831,지상6/지하1,331㎡,2013년 06월 14일,3종일주,광주광역시 남구 백운동 6
832,지상8/지하1,550.1㎡,2014년 02월 21일,준주거,광주광역시 남구 백운동 620-7
833,지상3/지하1,443.1㎡,1982년 10월 18일,3종일주,광주광역시 남구 백운동 627-14
834,지상4/지하1,597㎡,1982년 10월 25일,3종일주,광주광역시 남구 백운동 629-1
835,지상2/지하1,198.7㎡,1980년 09월 08일,1종일주,광주광역시 남구 방림동 544-8
836,지상2/지하0,322.3㎡,1980년 11월 07일,2종일주,광주광역시 남구 방림동 543-10
837,지상3/지하1,762.4㎡,1987년 06월 22일,2종일주,광주광역시 남구 방림동 542-3
838,지상2/지하0,287.9㎡,1981년 01월 15일,1종일주,광주광역시 남구 방림동 539-2
839,지상4/지하0,258㎡,2001년 10월 22일,3종일주,광주광역시 남구 방림동 447-15
840,지상4/지하0,150㎡,2003년 03월 25일,3종일주,광주광역시 남구 방림동 116-3
841,지상4/지하0,210㎡,2015년 12월 23일,2종일주,광주광역시 남구 방림동 106-2
842,지상3/지하1,175㎡,1986년 02월 21일,2종일주,광주광역시 남구 방림동 57-105
843,지상2/지하1,303㎡,1986년 04월 01일,2종일주,광주광역시 남구 방림동 57-104
844,지상5/지하0,306㎡,2015년 07월 15일,2종일주,광주광역시 남구 방림동 2-90
845,지상4/지하0,303㎡,2002년 09월 13일,2종일주,광주광역시 남구 방림동 56-13
846,지상3/지하0,"3,207㎡",1982년 04월 28일,3종일주,광주광역시 남구 방림동 473-1
847,지상2/지하0,"5,421㎡",1981년 09월 15일,3종일주,광주광역시 남구 방림동 473-5
848,지상5/지하1,"4,398.8㎡",1985년 08월 14일,일반상업,광주광역시 남구 주월동 1275-1
849,지상5/지하1,"1,482㎡",2013년 03월 15일,3종일주,광주광역시 남구 주월동 497
850,지상3/지하1,"1,362㎡",,일반상업,광주광역시 남구 주월동 389-5
851,지상5/지하1,"2,752.9㎡",1983년 09월 14일,일반상업,광주광역시 남구 주월동 1274-5
852,지상5/지하1,330㎡,2013년 04월 26일,일반상업,광주광역시 남구 주월동 1206-11
853,지상4/지하0,825㎡,1978년 07월 07일,1종일주,광주광역시 남구 주월동 423-2
854,지상3/지하0,"1,256.2㎡",1984년 05월 14일,2종일주,광주광역시 남구 주월동 1265-2
855,지상3/지하1,848㎡,1983년 09월 16일,3종일주,광주광역시 남구 주월동 371-37
856,지상5/지하1,646㎡,1981년 11월 09일,일반상업,광주광역시 남구 주월동 963-2
857,지상2/지하0,"2,577.1㎡",1978년 08월 31일,준주거,광주광역시 남구 주월동 974-107
858,지상3/지하1,869.5㎡,1983년 10월 14일,일반상업,광주광역시 남구 주월동 1287-23
859,지상2/지하0,823.5㎡,1979년 09월 17일,2종일주,광주광역시 남구 주월동 1280-4
860,지상3/지하0,711㎡,1983년 01월 13일,일반상업,광주광역시 남구 주월동 1158-7
861,지상3/지하1,819.8㎡,1983년 08월 23일,1종일주,광주광역시 남구 주월동 987-4
862,지상2/지하0,837.7㎡,1979년 09월 13일,일반상업,광주광역시 남구 주월동 963-7
863,지상3/지하0,763㎡,1983년 04월 06일,1종일주,광주광역시 남구 주월동 707-21
